Delay Time,D_sites,Repair Rate,Repair Rate Std,Misrepair Rate,Misrepair Rate Std
40.0,10000000000.0,0.995,0.07053367989832945,0.0,0.0
40.0,31622776601.683792,0.99,0.09949874371066199,0.0,0.0
40.0,100000000000.0,1.0,0.0,0.0,0.0
40.0,316227766016.83795,0.995,0.07053367989832945,0.0,0.0
40.0,1000000000000.0,1.0,0.0,0.0,0.0
40.0,3162277660168.3794,0.995,0.07053367989832945,0.0,0.0
40.0,10000000000000.0,0.995,0.07053367989832944,0.0,0.0
40.0,31622776601683.793,0.995,0.07053367989832944,0.0,0.0
40.0,100000000000000.0,1.0,0.0,0.0,0.0
40.0,316227766016837.94,0.995,0.07053367989832943,0.0,0.0
40.0,1000000000000000.0,1.0,0.0,0.0,0.0
40.0,3162277660168379.5,0.99,0.09949874371066199,0.0,0.0
40.0,1e+16,0.995,0.07053367989832943,0.0,0.0
40.0,3.162277660168379e+16,0.995,0.07053367989832944,0.0,0.0
40.0,1e+17,0.985,0.1215524578114322,0.0,0.0
80.0,10000000000.0,1.0,0.0,0.0,0.0
80.0,31622776601.683792,0.98,0.13999999999999999,0.0,0.0
80.0,100000000000.0,0.98,0.13999999999999999,0.0,0.0
80.0,316227766016.83795,0.985,0.12155245781143219,0.0,0.0
80.0,1000000000000.0,0.985,0.12155245781143219,0.0,0.0
80.0,3162277660168.3794,0.995,0.07053367989832943,0.0,0.0
80.0,10000000000000.0,0.985,0.12155245781143219,0.0,0.0
80.0,31622776601683.793,1.0,0.0,0.0,0.0
80.0,100000000000000.0,0.995,0.07053367989832944,0.0,0.0
80.0,316227766016837.94,0.99,0.09949874371066199,0.0,0.0
80.0,1000000000000000.0,0.985,0.12155245781143217,0.0,0.0
80.0,3162277660168379.5,0.99,0.09949874371066199,0.0,0.0
80.0,1e+16,0.985,0.12155245781143219,0.0,0.0
80.0,3.162277660168379e+16,0.98,0.13999999999999999,0.0,0.0
80.0,1e+17,0.98,0.13999999999999999,0.0,0.0
160.0,10000000000.0,0.965,0.1837797594948911,0.0,0.0
160.0,31622776601.683792,0.975,0.15612494995995996,0.0,0.0
160.0,100000000000.0,0.965,0.1837797594948911,0.0,0.0
160.0,316227766016.83795,0.95,0.21794494717703372,0.0,0.0
160.0,1000000000000.0,0.965,0.1837797594948911,0.0,0.0
160.0,3162277660168.3794,0.955,0.20730412441627882,0.0,0.0
160.0,10000000000000.0,0.965,0.1837797594948911,0.01,0.09949874371066199
160.0,31622776601683.793,0.965,0.1837797594948911,0.005,0.07053367989832944
160.0,100000000000000.0,0.975,0.15612494995995996,0.0,0.0
160.0,316227766016837.94,0.975,0.15612494995995996,0.0,0.0
160.0,1000000000000000.0,0.955,0.20730412441627882,0.0,0.0
160.0,3162277660168379.5,0.945,0.22798026230356,0.0,0.0
160.0,1e+16,0.965,0.1837797594948911,0.0,0.0
160.0,3.162277660168379e+16,0.955,0.20730412441627882,0.0,0.0
160.0,1e+17,0.965,0.1837797594948911,0.0,0.0
320.0,10000000000.0,0.93,0.25514701644346144,0.0,0.0
320.0,31622776601.683792,0.945,0.22798026230356,0.0,0.0
320.0,100000000000.0,0.905,0.29321493822791495,0.0,0.0
320.0,316227766016.83795,0.88,0.3249615361854384,0.0,0.0
320.0,1000000000000.0,0.94,0.2374868417407584,0.0,0.0
320.0,3162277660168.3794,0.895,0.3065534211193866,0.0,0.0
320.0,10000000000000.0,0.95,0.21794494717703367,0.0,0.0
320.0,31622776601683.793,0.915,0.2788816953476868,0.0,0.0
320.0,100000000000000.0,0.915,0.27888169534768686,0.0,0.0
320.0,316227766016837.94,0.93,0.2551470164434615,0.0,0.0
320.0,1000000000000000.0,0.96,0.19595917942265428,0.0,0.0
320.0,3162277660168379.5,0.935,0.24652586071242102,0.0,0.0
320.0,1e+16,0.94,0.23748684174075838,0.0,0.0
320.0,3.162277660168379e+16,0.895,0.3065534211193866,0.0,0.0
320.0,1e+17,0.935,0.24652586071242102,0.0,0.0
640.0,10000000000.0,0.885,0.31902194281898544,0.0,0.0
640.0,31622776601.683792,0.855,0.352100837829165,0.0,0.0
640.0,100000000000.0,0.875,0.33071891388307384,0.0,0.0
640.0,316227766016.83795,0.825,0.37996710383926663,0.0,0.0
640.0,1000000000000.0,0.88,0.32496153618543844,0.0,0.0
640.0,3162277660168.3794,0.85,0.3570714214271425,0.005,0.07053367989832943
640.0,10000000000000.0,0.9,0.3,0.0,0.0
640.0,31622776601683.793,0.875,0.33071891388307384,0.0,0.0
640.0,100000000000000.0,0.89,0.3128897569432403,0.0,0.0
640.0,316227766016837.94,0.855,0.352100837829165,0.0,0.0
640.0,1000000000000000.0,0.87,0.33630343441600474,0.0,0.0
640.0,3162277660168379.5,0.865,0.34172357249683555,0.0,0.0
640.0,1e+16,0.875,0.33071891388307384,0.0,0.0
640.0,3.162277660168379e+16,0.88,0.3249615361854384,0.0,0.0
640.0,1e+17,0.855,0.352100837829165,0.0,0.0
1280.0,10000000000.0,0.765,0.4239988207530771,0.0,0.0
1280.0,31622776601.683792,0.785,0.41082234603292944,0.0,0.0
1280.0,100000000000.0,0.83,0.375632799419859,0.0,0.0
1280.0,316227766016.83795,0.825,0.37996710383926663,0.0,0.0
1280.0,1000000000000.0,0.76,0.4270831300812524,0.0,0.0
1280.0,3162277660168.3794,0.73,0.4439594576084623,0.0,0.0
1280.0,10000000000000.0,0.72,0.44899888641287294,0.01,0.09949874371066199
1280.0,31622776601683.793,0.8,0.4,0.015,0.12155245781143219
1280.0,100000000000000.0,0.77,0.4208325082500163,0.005,0.07053367989832943
1280.0,316227766016837.94,0.79,0.40730823708832603,0.0,0.0
1280.0,1000000000000000.0,0.75,0.4330127018922193,0.0,0.0
1280.0,3162277660168379.5,0.75,0.4330127018922193,0.0,0.0
1280.0,1e+16,0.825,0.37996710383926663,0.0,0.0
1280.0,3.162277660168379e+16,0.75,0.4330127018922193,0.005,0.07053367989832944
1280.0,1e+17,0.795,0.40370162248868907,0.0,0.0
2560.0,10000000000.0,0.665,0.4719904660054057,0.0,0.0
2560.0,31622776601.683792,0.72,0.44899888641287294,0.0,0.0
2560.0,100000000000.0,0.7,0.458257569495584,0.0,0.0
2560.0,316227766016.83795,0.625,0.4841229182759271,0.0,0.0
2560.0,1000000000000.0,0.64,0.48,0.0,0.0
2560.0,3162277660168.3794,0.67,0.4702127178203499,0.005,0.07053367989832943
2560.0,10000000000000.0,0.655,0.4753682782853732,0.02,0.13999999999999999
2560.0,31622776601683.793,0.63,0.4828043081829324,0.015,0.12155245781143219
2560.0,100000000000000.0,0.64,0.48,0.0,0.0
2560.0,316227766016837.94,0.62,0.48538644398046393,0.0,0.0
2560.0,1000000000000000.0,0.675,0.4683748498798798,0.005,0.07053367989832944
2560.0,3162277660168379.5,0.675,0.4683748498798798,0.0,0.0
2560.0,1e+16,0.6,0.4898979485566356,0.0,0.0
2560.0,3.162277660168379e+16,0.705,0.4560427611529428,0.0,0.0
2560.0,1e+17,0.64,0.48,0.005,0.07053367989832943
