Delay Time,D_sites,Repair Rate,Repair Rate Std,Misrepair Rate,Misrepair Rate Std
2.5,10000000000,1,0,0,0
2.5,31622776602,1,0,0,0
2.5,1E+11,1,0,0,0
2.5,3.16228E+11,1,0,0,0
2.5,1E+12,1,0,0,0
2.5,3.16228E+12,1,0,0,0
2.5,1E+13,1,0,0,0
2.5,3.16228E+13,1,0,0,0
2.5,1E+14,1,0,0,0
2.5,3.16228E+14,1,0,0,0
2.5,1E+15,1,0,0,0
2.5,3.16228E+15,1,0,0,0
2.5,1.00E+16,1,0,0,0
2.5,3.16E+16,1,0,0,0
2.5,1.00E+17,1,0,0,0
5,10000000000,1,0,0,0
5,31622776602,1,0,0,0
5,1E+11,1,0,0,0
5,3.16228E+11,1,0,0,0
5,1E+12,1,0,0,0
5,3.16228E+12,1,0,0,0
5,1E+13,1,0,0,0
5,3.16228E+13,1,0,0,0
5,1E+14,1,0,0,0
5,3.16228E+14,1,0,0,0
5,1E+15,1,0,0,0
5,3.16228E+15,1,0,0,0
5,1.00E+16,1,0,0,0
5,3.16E+16,1,0,0,0
5,1.00E+17,1,0,0,0
10,10000000000,1,0,0,0
10,31622776602,1,0,0,0
10,1E+11,1,0,0,0
10,3.16228E+11,1,0,0,0
10,1E+12,1,0,0,0
10,3.16228E+12,1,0,0,0
10,1E+13,1,0,0,0
10,3.16228E+13,1,0,0,0
10,1E+14,1,0,0,0
10,3.16228E+14,1,0,0,0
10,1E+15,1,0,0,0
10,3.16228E+15,1,0,0,0
10,1.00E+16,1,0,0,0
10,3.16E+16,1,0,0,0
10,1.00E+17,1,0,0,0
20,10000000000,1,0,0,0
20,31622776602,1,0,0,0
20,1E+11,1,0,0,0
20,3.16228E+11,1,0,0,0
20,1E+12,1,0,0,0
20,3.16228E+12,1,0,0,0
20,1E+13,1,0,0,0
20,3.16228E+13,1,0,0,0
20,1E+14,1,0,0,0
20,3.16228E+14,1,0,0,0
20,1E+15,1,0,0,0
20,3.16228E+15,0.995,0.07053368,0,0
20,1.00E+16,1,0,0,0
20,3.16E+16,1,0,0,0
20,1.00E+17,1,0,0,0
40,10000000000,1,0,0,0
40,31622776602,1,0,0,0
40,1E+11,0.99,0.099498744,0,0
40,3.16228E+11,0.995,0.07053368,0,0
40,1E+12,1,0,0,0
40,3.16228E+12,0.995,0.07053368,0,0
40,1E+13,0.99,0.099498744,0,0
40,3.16228E+13,1,0,0,0
40,1E+14,0.995,0.07053368,0,0
40,3.16228E+14,0.995,0.07053368,0,0
40,1E+15,0.995,0.07053368,0,0
40,3.16228E+15,1,0,0,0
40,1.00E+16,1,0,0,0
40,3.16E+16,0.98,0.14,0,0
40,1.00E+17,1,0,0,0
80,10000000000,0.99,0.099498744,0,0
80,31622776602,0.99,0.099498744,0,0
80,1E+11,0.98,0.14,0,0
80,3.16228E+11,0.995,0.07053368,0,0
80,1E+12,0.975,0.15612495,0,0
80,3.16228E+12,0.995,0.07053368,0,0
80,1E+13,0.975,0.15612495,0,0
80,3.16228E+13,0.995,0.07053368,0,0
80,1E+14,0.98,0.14,0,0
80,3.16228E+14,0.995,0.07053368,0,0
80,1E+15,0.99,0.099498744,0,0
80,3.16228E+15,0.955,0.207304124,0,0
80,1.00E+16,0.995,0.07053368,0,0
80,3.16E+16,0.985,0.121552458,0,0
80,1.00E+17,1,0,0,0
160,10000000000,0.975,0.15612495,0,0
160,31622776602,0.97,0.170587221,0,0
160,1E+11,0.995,0.07053368,0,0
160,3.16228E+11,0.955,0.207304124,0,0
160,1E+12,0.955,0.207304124,0,0
160,3.16228E+12,0.955,0.207304124,0.005,0.07053368
160,1E+13,0.99,0.099498744,0,0
160,3.16228E+13,0.965,0.183779759,0,0
160,1E+14,0.98,0.14,0.005,0.07053368
160,3.16228E+14,0.985,0.121552458,0,0
160,1E+15,0.975,0.15612495,0,0
160,3.16228E+15,0.96,0.195959179,0,0
160,1.00E+16,0.98,0.14,0,0
160,3.16E+16,0.975,0.15612495,0,0
160,1.00E+17,0.935,0.246525861,0,0
320,10000000000,0.915,0.278881695,0,0
320,31622776602,0.945,0.227980262,0,0
320,1E+11,0.93,0.255147016,0,0
320,3.16228E+11,0.915,0.278881695,0,0
320,1E+12,0.95,0.217944947,0,0
320,3.16228E+12,0.93,0.255147016,0.005,0.07053368
320,1E+13,0.925,0.263391344,0,0
320,3.16228E+13,0.92,0.271293199,0.005,0.07053368
320,1E+14,0.89,0.312889757,0.01,0.099498744
320,3.16228E+14,0.94,0.237486842,0,0
320,1E+15,0.93,0.255147016,0,0
320,3.16228E+15,0.955,0.207304124,0,0
320,1.00E+16,0.925,0.263391344,0,0
320,3.16E+16,0.93,0.255147016,0,0
320,1.00E+17,0.935,0.246525861,0,0
640,10000000000,0.875,0.330718914,0,0
640,31622776602,0.87,0.336303434,0,0
640,1E+11,0.86,0.346987031,0,0
640,3.16228E+11,0.87,0.336303434,0,0
640,1E+12,0.865,0.341723572,0,0
640,3.16228E+12,0.9,0.3,0.005,0.07053368
640,1E+13,0.915,0.278881695,0.01,0.099498744
640,3.16228E+13,0.86,0.346987031,0,0
640,1E+14,0.885,0.319021943,0.005,0.07053368
640,3.16228E+14,0.845,0.361904684,0.005,0.07053368
640,1E+15,0.89,0.312889757,0,0
640,3.16228E+15,0.865,0.341723572,0,0
640,1.00E+16,0.84,0.366606056,0,0
640,3.16E+16,0.85,0.357071421,0,0
640,1.00E+17,0.865,0.341723572,0.005,0.07053368
1280,10000000000,0.775,0.417582327,0,0
1280,31622776602,0.81,0.392300905,0,0
1280,1E+11,0.83,0.375632799,0,0
1280,3.16228E+11,0.75,0.433012702,0,0
1280,1E+12,0.855,0.352100838,0,0
