Delay Time,D,Repair Rate,Repair Rate Std
56.568542494923804,3162277660168.3794,0.326,0.46874726665869737
56.568542494923804,10000000000000.0,0.164,0.3702755730533679
56.568542494923804,31622776601683.793,0.124,0.3295815528818322
56.568542494923804,100000000000000.0,0.038,0.19119623427254
56.568542494923804,316227766016837.94,0.008,0.08908422980528033
56.568542494923804,1000000000000000.0,0.002,0.044676615807377355
56.568542494923804,3162277660168379.5,0.0,0.0
56.568542494923804,1e+16,0.0,0.0
160.0,10000000.0,0.97,0.1705872210923198
160.0,31622776.60168379,0.96,0.19595917942265426
160.0,100000000.0,0.964,0.18629009635512025
160.0,316227766.01683795,0.972,0.16497272501841023
160.0,1000000000.0,0.972,0.16497272501841023
160.0,3162277660.1683793,0.964,0.18629009635512025
160.0,10000000000.0,0.964,0.18629009635512025
160.0,31622776601.683792,0.97,0.1705872210923198
160.0,100000000000.0,0.906,0.2918287168871494
160.0,316227766016.83795,0.75,0.4330127018922193
160.0,1000000000000.0,0.47,0.49909918853871116
160.0,3162277660168.3794,0.274,0.44600896851969246
160.0,10000000000000.0,0.116,0.32022492095400695
160.0,31622776601683.793,0.048,0.21376622745419818
160.0,100000000000000.0,0.032,0.176
160.0,316227766016837.94,0.004,0.063118935352238
160.0,1000000000000000.0,0.0,0.0
160.0,3162277660168379.5,0.0,0.0
160.0,1e+16,0.0,0.0
452.54833995939043,10000000.0,0.936,0.24475293665245368
452.54833995939043,31622776.60168379,0.91,0.2861817604250837
452.54833995939043,100000000.0,0.934,0.24828209762284514
452.54833995939043,316227766.01683795,0.946,0.22601769842204836
452.54833995939043,1000000000.0,0.91,0.2861817604250837
452.54833995939043,3162277660.1683793,0.926,0.2617708921939183
452.54833995939043,10000000000.0,0.922,0.26817158686184484
452.54833995939043,31622776601.683792,0.91,0.2861817604250837
452.54833995939043,100000000000.0,0.814,0.38910666917954523
452.54833995939043,316227766016.83795,0.584,0.4928934976239796
452.54833995939043,1000000000000.0,0.322,0.4672429774753174
452.54833995939043,3162277660168.3794,0.176,0.380820167533181
452.54833995939043,10000000000000.0,0.106,0.3078376195334157
452.54833995939043,31622776601683.793,0.06,0.23748684174075835
452.54833995939043,100000000000000.0,0.024,0.15304901175767194
452.54833995939043,316227766016837.94,0.0,0.0
452.54833995939043,1000000000000000.0,0.004,0.063118935352238
452.54833995939043,3162277660168379.5,0.004,0.063118935352238
452.54833995939043,1e+16,0.0,0.0
1280.0,10000000.0,0.882,0.3226081214104815
1280.0,31622776.60168379,0.916,0.2773878151613729
1280.0,100000000.0,0.906,0.2918287168871494
1280.0,316227766.01683795,0.872,0.33408980828513757
1280.0,1000000000.0,0.894,0.3078376195334157
1280.0,3162277660.1683793,0.888,0.31536645351083237
1280.0,10000000000.0,0.89,0.31288975694324034
1280.0,31622776601.683792,0.852,0.35509998591945907
1280.0,100000000000.0,0.686,0.46411636471902173
1280.0,316227766016.83795,0.4,0.48989794855663565
1280.0,1000000000000.0,0.204,0.4029689814365369
1280.0,3162277660168.3794,0.116,0.32022492095400695
1280.0,10000000000000.0,0.058,0.23374344910606584
1280.0,31622776601683.793,0.024,0.15304901175767194
1280.0,100000000000000.0,0.024,0.15304901175767194
1280.0,316227766016837.94,0.0,0.0
1280.0,1000000000000000.0,0.002,0.044676615807377355
1280.0,3162277660168379.5,0.0,0.0
1280.0,1e+16,0.0,0.0
3620.3867196751235,10000000.0,0.802,0.39849215801568794
3620.3867196751235,31622776.60168379,0.822,0.38251274488570963
3620.3867196751235,100000000.0,0.79,0.40730823708832603
3620.3867196751235,316227766.01683795,0.82,0.38418745424597084
3620.3867196751235,1000000000.0,0.818,0.3858445282753145
3620.3867196751235,3162277660.1683793,0.806,0.39542888108988705
3620.3867196751235,10000000000.0,0.804,0.3969685126052191
3620.3867196751235,31622776601.683792,0.692,0.4616665463297075
3620.3867196751235,100000000000.0,0.482,0.4996758949559204
3620.3867196751235,316227766016.83795,0.256,0.4364218143035474
3620.3867196751235,1000000000000.0,0.15,0.35707142142714243
3620.3867196751235,3162277660168.3794,0.082,0.27436472076416824
3620.3867196751235,10000000000000.0,0.04,0.19595917942265426
3620.3867196751235,31622776601683.793,0.02,0.13999999999999999
3620.3867196751235,100000000000000.0,0.016,0.125475097130865
3620.3867196751235,316227766016837.94,0.004,0.063118935352238
3620.3867196751235,1000000000000000.0,0.0,0.0
3620.3867196751235,3162277660168379.5,0.0,0.0
3620.3867196751235,1e+16,0.002,0.044676615807377355
10240.0,10000000.0,0.65,0.47696960070847283
10240.0,31622776.60168379,0.652,0.4763360158543546
10240.0,100000000.0,0.65,0.4769696007084729
10240.0,316227766.01683795,0.622,0.48488761584515644
10240.0,1000000000.0,0.676,0.4680000000000001
10240.0,3162277660.1683793,0.702,0.45737949232557423
10240.0,10000000000.0,0.632,0.48226133993924913
10240.0,31622776601.683792,0.488,0.4998559792580259
10240.0,100000000000.0,0.272,0.44498988752554813
10240.0,316227766016.83795,0.13,0.33630343441600474
10240.0,1000000000000.0,0.074,0.26177089219391836
10240.0,3162277660168.3794,0.046,0.2094850830011531
10240.0,10000000000000.0,0.02,0.13999999999999999
10240.0,31622776601683.793,0.01,0.09949874371066199
10240.0,100000000000000.0,0.002,0.044676615807377355
10240.0,316227766016837.94,0.0,0.0
10240.0,1000000000000000.0,0.0,0.0
10240.0,3162277660168379.5,0.0,0.0
10240.0,1e+16,0.0,0.0
