Delay Time,D,Repair Rate,Repair Rate Std
160.0,1000000000.0,0.954,0.2094850830011531
160.0,3162277660.1683793,0.968,0.17600000000000002
160.0,10000000000.0,0.972,0.16497272501841023
160.0,31622776601.683792,0.972,0.16497272501841023
160.0,100000000000.0,0.928,0.2584879107424562
160.0,316227766016.83795,0.708,0.4546823066713725
160.0,1000000000000.0,0.512,0.4998559792580259
160.0,3162277660168.3794,0.25,0.4330127018922193
160.0,10000000000000.0,0.154,0.3609487498246808
160.0,31622776601683.793,0.104,0.30526054445342266
160.0,100000000000000.0,0.038,0.19119623427254
160.0,316227766016837.94,0.004,0.063118935352238
160.0,1000000000000000.0,0.0,0.0
160.0,3162277660168379.5,0.0,0.0
160.0,1e+16,0.0,0.0
452.54833995939043,10000000.0,0.938,0.24115555146004827
452.54833995939043,31622776.60168379,0.948,0.2220270253820467
452.54833995939043,100000000.0,0.962,0.19119623427254
452.54833995939043,316227766.01683795,0.934,0.24828209762284517
452.54833995939043,1000000000.0,0.922,0.26817158686184484
452.54833995939043,3162277660.1683793,0.958,0.20058913230780973
452.54833995939043,10000000000.0,0.95,0.21794494717703372
452.54833995939043,31622776601.683792,0.928,0.2584879107424562
452.54833995939043,100000000000.0,0.826,0.3791094828674165
452.54833995939043,316227766016.83795,0.546,0.4978795034945705
452.54833995939043,1000000000000.0,0.38,0.48538644398046393
452.54833995939043,3162277660168.3794,0.168,0.37386628625753354
452.54833995939043,10000000000000.0,0.102,0.3026483107502832
452.54833995939043,31622776601683.793,0.038,0.19119623427254
452.54833995939043,100000000000000.0,0.032,0.17600000000000002
452.54833995939043,316227766016837.94,0.006,0.0772269383052313
452.54833995939043,1000000000000000.0,0.0,0.0
452.54833995939043,3162277660168379.5,0.0,0.0
452.54833995939043,1e+16,0.0,0.0
1280.0,10000000.0,0.874,0.331849363416596
1280.0,31622776.60168379,0.906,0.2918287168871494
1280.0,100000000.0,0.898,0.3026483107502832
1280.0,316227766.01683795,0.908,0.289025950392002
1280.0,1000000000.0,0.898,0.3026483107502832
1280.0,3162277660.1683793,0.934,0.24828209762284514
1280.0,10000000000.0,0.892,0.31038041175306147
1280.0,31622776601.683792,0.886,0.317811264746862
1280.0,100000000000.0,0.672,0.4694848240358787
1280.0,316227766016.83795,0.398,0.4894854441145313
1280.0,1000000000000.0,0.256,0.4364218143035474
1280.0,3162277660168.3794,0.126,0.331849363416596
1280.0,10000000000000.0,0.056,0.22992172581119863
1280.0,31622776601683.793,0.04,0.19595917942265426
1280.0,100000000000000.0,0.012,0.10888526071052962
1280.0,316227766016837.94,0.014,0.11749042514179614
1280.0,1000000000000000.0,0.0,0.0
1280.0,3162277660168379.5,0.0,0.0
1280.0,1e+16,0.0,0.0
3620.3867196751235,10000000.0,0.818,0.38584452827531457
3620.3867196751235,31622776.60168379,0.804,0.3969685126052191
3620.3867196751235,100000000.0,0.828,0.3773804446443933
3620.3867196751235,316227766.01683795,0.822,0.38251274488570963
3620.3867196751235,1000000000.0,0.812,0.3907121702737195
3620.3867196751235,3162277660.1683793,0.81,0.39230090491866065
3620.3867196751235,10000000000.0,0.85,0.3570714214271425
3620.3867196751235,31622776601.683792,0.746,0.4352975993501457
3620.3867196751235,100000000000.0,0.484,0.499743934430424
3620.3867196751235,316227766016.83795,0.28,0.44899888641287294
3620.3867196751235,1000000000000.0,0.138,0.34489998550304407
3620.3867196751235,3162277660168.3794,0.068,0.251745903640953
3620.3867196751235,10000000000000.0,0.04,0.19595917942265426
3620.3867196751235,31622776601683.793,0.02,0.13999999999999999
3620.3867196751235,100000000000000.0,0.004,0.063118935352238
3620.3867196751235,316227766016837.94,0.002,0.044676615807377355
3620.3867196751235,1000000000000000.0,0.002,0.044676615807377355
3620.3867196751235,3162277660168379.5,0.0,0.0
3620.3867196751235,1e+16,0.0,0.0
10240.0,10000000.0,0.734,0.44186423254207846
10240.0,31622776.60168379,0.728,0.4449898875255482
10240.0,100000000.0,0.712,0.45283109433871693
10240.0,316227766.01683795,0.724,0.44701677820860364
10240.0,1000000000.0,0.712,0.45283109433871693
10240.0,3162277660.1683793,0.714,0.4518893669915237
10240.0,10000000000.0,0.712,0.45283109433871693
10240.0,31622776601.683792,0.47,0.49909918853871116
10240.0,100000000000.0,0.284,0.45093680266751346
10240.0,316227766016.83795,0.164,0.3702755730533679
10240.0,1000000000000.0,0.076,0.2649981132008302
10240.0,3162277660168.3794,0.012,0.10888526071052959
10240.0,10000000000000.0,0.03,0.1705872210923198
10240.0,31622776601683.793,0.004,0.063118935352238
10240.0,100000000000000.0,0.006,0.07722693830523132
10240.0,316227766016837.94,0.0,0.0
10240.0,1000000000000000.0,0.002,0.044676615807377355
10240.0,3162277660168379.5,0.0,0.0
10240.0,1e+16,0.0,0.0
